Region,Province,City,pop_density,Longitude,Latitude
Region III – Central Luzon ,Nueva Ecija,Cuyapo,301,120.6890055,15.799952
Region III – Central Luzon ,Nueva Ecija,Gabaldon,157,121.3084088,15.5154793
Region III – Central Luzon ,Nueva Ecija,General Mamerto Natividad,353,121.0449768,15.5878761
Region III – Central Luzon ,Nueva Ecija,General Tinio,90,121.2168466,15.3634465
Region III – Central Luzon ,Nueva Ecija,Guimba,484,120.734995,15.6672998
Region III – Central Luzon ,Nueva Ecija,Jaen,856,120.8838016,15.3627393
Region III – Central Luzon ,Nueva Ecija,Laur,121,121.1824925,15.5247743
Region III – Central Luzon ,Nueva Ecija,Licab,419,120.769476,15.5470573
Region III – Central Luzon ,Nueva Ecija,Llanera,347,121.0105733,15.6662314
Region III – Central Luzon ,Nueva Ecija,Lupao,361,120.9187827,15.847683
Region III – Central Luzon ,Nueva Ecija,Nampicuan,284,120.6545022,15.711115
Region III – Central Luzon ,Nueva Ecija,Pantabangan,76,121.1252135,15.7942377
Region III – Central Luzon ,Nueva Ecija,Peñaranda,315,121.01668,15.353113
Region III – Central Luzon ,Nueva Ecija,Quezon,592,120.8269231,15.569531
Region III – Central Luzon ,Nueva Ecija,Rizal,532,121.1022942,15.6935714
Region III – Central Luzon ,Nueva Ecija,San Antonio,507,120.8269231,15.3192138
Region III – Central Luzon ,Nueva Ecija,San Isidro,914,120.907304,15.2965633
Region III – Central Luzon ,Nueva Ecija,San Leonardo,430,120.9532123,15.3728539
Region III – Central Luzon ,Nueva Ecija,Santa Rosa,472,120.9383613,15.4250546
Region III – Central Luzon ,Nueva Ecija,Santo Domingo,774,120.8843434,15.6128413
Region III – Central Luzon ,Nueva Ecija,Talavera,886,120.9302603,15.6265854
Region III – Central Luzon ,Nueva Ecija,Talugtug,254,120.8154358,15.7698001
Region III – Central Luzon ,Nueva Ecija,Zaragoza,686,120.792458,15.4391609
Region III – Central Luzon ,Nueva Ecija,Cabanatuan City,1069,120.973393,15.4865047
Region III – Central Luzon ,Nueva Ecija,Gapan,671,121.0105733,15.2912094
Region III – Central Luzon ,Nueva Ecija,Science Muñoz,500,120.872861,15.72949
Region III – Central Luzon ,Nueva Ecija,Palayan City,405,121.094905,15.5564286
Region III – Central Luzon ,Nueva Ecija,San Jose City,751,120.9991032,15.8037018
Region III – Central Luzon ,Pampanga,Apalit,1756,120.792458,14.9601027
Region III – Central Luzon ,Pampanga,Arayat,993,120.780348,15.1649828
Region III – Central Luzon ,Pampanga,Bacolor,550,120.6257423,15.0316774
Region III – Central Luzon ,Pampanga,Candaba,633,120.8728615,15.1040545
Region III – Central Luzon ,Pampanga,Floridablanca,713,120.4938501,14.9350752
Region III – Central Luzon ,Pampanga,Guagua,2413,120.612406,14.9763617
Region III – Central Luzon ,Pampanga,Lubao,1033,120.5509358,14.9021333
Region III – Central Luzon ,Pampanga,Macabebe,721,120.6775054,14.9147324
Region III – Central Luzon ,Pampanga,Magalang,1163,120.6775054,15.2480028
Region III – Central Luzon ,Pampanga,Masantol,1183,120.6775054,14.8523369
Region III – Central Luzon ,Pampanga,Mexico,1317,120.7005044,15.0986624
Region III – Central Luzon ,Pampanga,Minalin,988,120.7005044,14.9529427
Region III – Central Luzon ,Pampanga,Porac,396,120.4588059,15.1241838
Region III – Central Luzon ,Pampanga,San Luis,952,120.8154358,15.0190635
Region III – Central Luzon ,Pampanga,San Simon,927,120.7752219,14.98866
Region III – Central Luzon ,Pampanga,Santa Ana,1385,120.769476,15.1091694
Region III – Central Luzon ,Pampanga,Santa Rita,1377,120.6084832,15.0081967
Region III – Central Luzon ,Pampanga,Santo Tomas,1900,120.7177509,14.9972031
Region III – Central Luzon ,Pampanga,Sasmuan,305,120.6142365,14.8876364
Region III – Central Luzon ,Pampanga,Mabalacat City,3051,120.5744387,15.2228709
Region III – Central Luzon ,Pampanga,San Fernando,4527,120.6839036,15.0248611
Region III – Central Luzon ,Pampanga,Angeles City,6496,120.5887029,15.1449853
Region III – Central Luzon ,Tarlac,Anao,483,120.6142365,15.7435017
Region III – Central Luzon ,Tarlac,Bamban,276,120.4703258,15.2373082
Region III – Central Luzon ,Tarlac,Camiling,592,120.4182522,15.6871913
Region III – Central Luzon ,Tarlac,Capas,371,120.59045,15.333524
Region III – Central Luzon ,Tarlac,Concepcion,657,120.6890055,15.340141
Region III – Central Luzon ,Tarlac,Gerona,679,120.5509358,15.6119341
Region III – Central Luzon ,Tarlac,La Paz,560,120.7234992,15.4496952
Region III – Central Luzon ,Tarlac,Mayantoc,104,120.3204873,15.5632012
Region III – Central Luzon ,Tarlac,Moncada,674,120.5726786,15.7325056
Region III – Central Luzon ,Tarlac,Paniqui,881,120.5585595,15.6660645
Region III – Central Luzon ,Tarlac,Pura,765,120.6516265,15.6200321
Region III – Central Luzon ,Tarlac,Ramos,875,120.6458749,15.6732128
Region III – Central Luzon ,Tarlac,San Clemente,255,120.369189,15.7081371
Region III – Central Luzon ,Tarlac,San Jose,61,120.2974199,15.4200153
Region III – Central Luzon ,Tarlac,San Manuel,606,120.6027296,15.829062
Region III – Central Luzon ,Tarlac,Santa Ignacia,325,120.4588059,15.5841222
Region III – Central Luzon ,Tarlac,Victoria,571,120.6890055,15.5907661
Region III – Central Luzon ,Tarlac,Tarlac,1247,120.5880749,15.480361
Region III – Central Luzon ,Zambales,Botolan,78,120.0255588,15.2893147
Region III – Central Luzon ,Zambales,Cabangan,144,120.0552506,15.1580579
Region III – Central Luzon ,Zambales,Candelaria,81,120.0896313,15.63998
Region III – Central Luzon ,Zambales,Castillejos,697,120.1935663,14.9438211
Region III – Central Luzon ,Zambales,Iba,329,119.975756,15.332977
Region III – Central Luzon ,Zambales,Masinloc,151,119.9608002,15.5285527
Region III – Central Luzon ,Zambales,Palauig,113,119.9547522,15.4522102
Region III – Central Luzon ,Zambales,San Antonio,184,120.0896313,14.9275093
Region III – Central Luzon ,Zambales,San Felipe,208,120.0685217,15.0660307
Region III – Central Luzon ,Zambales,San Marcelino,81,120.2743484,15.026051
Region III – Central Luzon ,Zambales,San Narciso,396,120.0794629,15.0145224
Region III – Central Luzon ,Zambales,Santa Cruz,133,120.043412,15.7730771
Region III – Central Luzon ,Zambales,Subic,365,120.2366297,14.8967937
Region III – Central Luzon ,Zambales,Olongapo City,1260,120.2842023,14.8386303
Region IV-A – CALABARZON,Batangas,Agoncillo,762,120.9302603,13.9879515
Region IV-A – CALABARZON,Batangas,Alitagtag,1022,121.0220422,13.8721364
Region IV-A – CALABARZON,Batangas,Balayan,834,120.7005044,13.9375597
Region IV-A – CALABARZON,Batangas,Balete,906,121.1080244,14.0091974
Region IV-A – CALABARZON,Batangas,Bauan,1713,120.9761599,13.7962681
Region IV-A – CALABARZON,Batangas,Calaca,714,120.8269231,13.9508989
Region IV-A – CALABARZON,Batangas,Calatagan,556,120.6314948,13.8645656
Region IV-A – CALABARZON,Batangas,Cuenca,563,121.0507098,13.9041159
Region IV-A – CALABARZON,Batangas,Ibaan,768,121.1340569,13.822048
Region IV-A – CALABARZON,Batangas,Laurel,553,120.907304,14.0530249
Region IV-A – CALABARZON,Batangas,Lemery,848,120.8843434,13.9531777
Region IV-A – CALABARZON,Batangas,Lian,686,120.6545022,13.9852356
Region IV-A – CALABARZON,Batangas,Lobo,237,121.2401455,13.6750074
Region IV-A – CALABARZON,Batangas,Mabini,1039,120.907304,13.7235514
Region IV-A – CALABARZON,Batangas,Malvar,1705,121.1595842,14.0378883
Region IV-A – CALABARZON,Batangas,Mataasnakahoy,1485,121.0965637,13.9799515
Region IV-A – CALABARZON,Batangas,Nasugbu,482,120.6890055,14.0940383
Region IV-A – CALABARZON,Batangas,Padre Garcia,1164,121.244445,13.8776626
Region IV-A – CALABARZON,Batangas,Rosario,515,121.2740813,13.8162016
Region IV-A – CALABARZON,Batangas,San Jose,1444,121.0908329,13.8830561
Region IV-A – CALABARZON,Batangas,San Juan,397,121.3770336,13.7504439
Region IV-A – CALABARZON,Batangas,San Luis,779,120.9532123,13.8406018
Region IV-A – CALABARZON,Batangas,San Nicolas,1001,120.9948482,13.994739
Region IV-A – CALABARZON,Batangas,San Pascual,1290,121.0220422,13.8104423
Region IV-A – CALABARZON,Batangas,Santa Teresita,1296,120.9704234,13.8742115
Region IV-A – CALABARZON,Batangas,Santo Tomas,1885,121.1744922,14.0900763
Region IV-A – CALABARZON,Batangas,Taal,1893,120.9359987,13.8893119
Region IV-A – CALABARZON,Batangas,Talisay,1606,121.009254,14.113039
Region IV-A – CALABARZON,Batangas,Taysan,406,121.2282958,13.7610819
Region IV-A – CALABARZON,Batangas,Tingloy,542,120.8716962,13.6605663
Region IV-A – CALABARZON,Batangas,Tuy,462,120.7283538,14.0220752
Region IV-A – CALABARZON,Batangas,Batangas City,1166,121.0642273,13.7651425
Region IV-A – CALABARZON,Batangas,Lipa City,1587,121.1644198,13.941876
Region IV-A – CALABARZON,Batangas,Tanauan,1618,121.1473558,14.0835075
Region IV-A – CALABARZON,Cavite,Alfonso,779,120.8613785,14.1214038
Region IV-A – CALABARZON,Cavite,Amadeo,1020,120.9251699,14.1645186
Region IV-A – CALABARZON,Cavite,Carmona,3279,121.0392436,14.2972796
Region IV-A – CALABARZON,Cavite,Gen. Mariano Alvarez,16505,121.01373,14.3066935
Region IV-A – CALABARZON,Cavite,General Emilio Aguinaldo,527,120.792458,14.1931169
Region IV-A – CALABARZON,Cavite,Indang,876,120.8728615,14.1920384
Region IV-A – CALABARZON,Cavite,Kawit,3319,120.9015642,14.441139
Region IV-A – CALABARZON,Cavite,Magallanes,311,120.7464897,14.158284
Region IV-A – CALABARZON,Cavite,Maragondon,229,120.734995,14.2529507
Region IV-A – CALABARZON,Cavite,Mendez-Nuñez,729,120.901564,14.131195
Region IV-A – CALABARZON,Cavite,Naic,1470,120.792458,14.2964865
Region IV-A – CALABARZON,Cavite,Noveleta,2790,120.8801182,14.4278929
Region IV-A – CALABARZON,Cavite,Rosario,14547,120.8642493,14.4129026
Region IV-A – CALABARZON,Cavite,Silang,1185,120.9728536,14.2183093
Region IV-A – CALABARZON,Cavite,Tanza,2888,120.8384093,14.3519672
Region IV-A – CALABARZON,Cavite,Ternate,386,120.6775054,14.2714485
Region IV-A – CALABARZON,Cavite,Bacoor City,13009,120.9736786,14.4129931
Region IV-A – CALABARZON,Cavite,Cavite City,9440,120.8969634,14.4791297
Region IV-A – CALABARZON,Cavite,Dasmariñas,7312,120.95897,14.299018
Region IV-A – CALABARZON,Cavite,General Trias,3492,120.907304,14.3214094
Region IV-A – CALABARZON,Cavite,Imus City,2352,120.9405057,14.4064221
Region IV-A – CALABARZON,Cavite,Tagaytay City,1095,120.9621165,14.115286
Region IV-A – CALABARZON,Cavite,Trece Martires City,3982,120.867041,14.2812485
Region IV-A – CALABARZON,Laguna,Alaminos,833,121.2511908,14.0453972
Region IV-A – CALABARZON,Laguna,Bay,1457,121.2569138,14.1320007
Region IV-A – CALABARZON,Laguna,Calauan,1033,121.319849,14.138372
Region IV-A – CALABARZON,Laguna,Cavinti,107,121.5455292,14.2646732
Region IV-A – CALABARZON,Laguna,Famy,313,121.4842448,14.4730084
Region IV-A – CALABARZON,Laguna,Kalayaan,499,121.548418,14.3312951
Region IV-A – CALABARZON,Laguna,Liliw,936,121.4399041,14.1364476
Region IV-A – CALABARZON,Laguna,Los Baños,2066,121.244063,14.169912
Region IV-A – CALABARZON,Laguna,Luisiana,269,121.5255815,14.190771
Region IV-A – CALABARZON,Laguna,Lumban,756,121.4961581,14.2956294
Region IV-A – CALABARZON,Laguna,Mabitac,254,121.4113308,14.433825
Region IV-A – CALABARZON,Laguna,Magdalena,722,121.43419,14.204077
Region IV-A – CALABARZON,Laguna,Majayjay,399,121.4722813,14.1446723
Region IV-A – CALABARZON,Laguna,Nagcarlan,807,121.3884671,14.1490291
Region IV-A – CALABARZON,Laguna,Paete,456,121.5299539,14.367518
Region IV-A – CALABARZON,Laguna,Pagsanjan,1539,121.4570447,14.2624365
Region IV-A – CALABARZON,Laguna,Pakil,444,121.5117096,14.3974286
Region IV-A – CALABARZON,Laguna,Pangil,539,121.4856066,14.4074227
Region IV-A – CALABARZON,Laguna,Pila,1612,121.3655989,14.2346148
Region IV-A – CALABARZON,Laguna,Rizal,618,121.4113308,14.0840758
Region IV-A – CALABARZON,Laguna,Santa Cruz,3048,121.413978,14.278316
Region IV-A – CALABARZON,Laguna,Santa Maria,284,121.43419,14.5128779
Region IV-A – CALABARZON,Laguna,Siniloan,590,121.4856066,14.4383064
Region IV-A – CALABARZON,Laguna,Victoria,1759,121.3370074,14.202753
Region IV-A – CALABARZON,Laguna,Biñan,8270,121.078149,14.303634
Region IV-A – CALABARZON,Laguna,Cabuyao City,7130,121.1366715,14.2471423
Region IV-A – CALABARZON,Laguna,Calamba,3040,121.1250825,14.1876712
Region IV-A – CALABARZON,Laguna,San Pablo City,1347,121.3233369,14.0642108
Region IV-A – CALABARZON,Laguna,San Pedro,13547,121.0392436,14.3488961
Region IV-A – CALABARZON,Laguna,Santa Rosa,6451,121.0888928,14.2843023
Region IV-A – CALABARZON,Quezon,Agdangan,407,121.9359339,13.8852892
Region IV-A – CALABARZON,Quezon,Alabat,271,122.0137161,14.1031468
Region IV-A – CALABARZON,Quezon,Atimonan,265,121.9180499,13.9966108
Region IV-A – CALABARZON,Quezon,Buenavista,186,122.424074,13.7224871
Region IV-A – CALABARZON,Quezon,Burdeos,134,121.9700618,14.9362704
Region IV-A – CALABARZON,Quezon,Calauag,225,122.3573039,14.0592792
Region IV-A – CALABARZON,Quezon,Candelaria,910,121.422761,13.9079615
Region IV-A – CALABARZON,Quezon,Catanauan,281,122.323047,13.5951814
Region IV-A – CALABARZON,Quezon,Dolores,462,121.4113308,14.0224626
Region IV-A – CALABARZON,Quezon,General Luna,262,122.2313539,13.6997716
Region IV-A – CALABARZON,Quezon,General Nakar,22,121.4913182,14.9067808
Region IV-A – CALABARZON,Quezon,Guinayangan,211,122.4693688,13.8376988
Region IV-A – CALABARZON,Quezon,Gumaca,390,122.1064668,13.8910464
Region IV-A – CALABARZON,Quezon,Infanta,202,121.662532,14.7259749
Region IV-A – CALABARZON,Quezon,Jomalig,138,122.367428,14.6998994
Region IV-A – CALABARZON,Quezon,Lopez,268,122.3107517,13.80005
Region IV-A – CALABARZON,Quezon,Lucban,395,121.5598345,14.1344459
Region IV-A – CALABARZON,Quezon,Macalelon,227,122.1859572,13.767401
Region IV-A – CALABARZON,Quezon,Mauban,153,121.7062391,14.1807733
Region IV-A – CALABARZON,Quezon,Mulanay,126,122.4693688,13.5130753
Region IV-A – CALABARZON,Quezon,Padre Burgos,325,121.8019438,13.8990869
Region IV-A – CALABARZON,Quezon,Pagbilao,439,121.7423434,13.984943
Region IV-A – CALABARZON,Quezon,Panukulan,60,121.8790306,14.9916254
Region IV-A – CALABARZON,Quezon,Patnanungan,105,122.1859572,14.7896353
Region IV-A – CALABARZON,Quezon,Perez,212,121.958687,14.1681457
Region IV-A – CALABARZON,Quezon,Pitogo,314,122.0951062,13.8009753
Region IV-A – CALABARZON,Quezon,Plaridel,601,122.0212337,13.939214
Region IV-A – CALABARZON,Quezon,Polillo,121,121.9245556,14.737501
Region IV-A – CALABARZON,Quezon,Quezon,214,122.1130909,14.0313906
Region IV-A – CALABARZON,Quezon,Real,106,121.5598345,14.5456943
Region IV-A – CALABARZON,Quezon,Sampaloc,133,121.6169002,14.1774396
Region IV-A – CALABARZON,Quezon,San Andres,207,122.650351,13.325187
Region IV-A – CALABARZON,Quezon,San Antonio,549,121.2969674,13.8950619
Region IV-A – CALABARZON,Quezon,San Francisco,202,122.520188,13.3470576
Region IV-A – CALABARZON,Quezon,San Narciso,184,122.5662442,13.5689382
Region IV-A – CALABARZON,Quezon,Sariaya,702,121.5141615,13.8949151
Region IV-A – CALABARZON,Quezon,Tagkawayan,97,122.521979,14.012924
Region IV-A – CALABARZON,Quezon,Tiaong,592,121.3392626,13.9540912
Region IV-A – CALABARZON,Quezon,Unisan,217,122.0155491,13.8635134
Region IV-A – CALABARZON,Quezon,Tayabas,432,121.6532692,14.0363869
Region IV-A – CALABARZON,Quezon,Lucena City,3319,121.614012,13.929618
Region IV-A – CALABARZON,Rizal,Angono,4320,121.1767658,14.5457372
Region IV-A – CALABARZON,Rizal,Baras,816,121.2740813,14.5365625
Region IV-A – CALABARZON,Rizal,Binangonan,4258,121.195743,14.4765477
Region IV-A – CALABARZON,Rizal,Cainta,7493,121.114876,14.5864844
Region IV-A – CALABARZON,Rizal,Cardona,2545,121.2340199,14.3619051
Region IV-A – CALABARZON,Rizal,Jala-Jala,731,121.3427262,14.3408884
Region IV-A – CALABARZON,Rizal,Morong,1547,121.2389794,14.5181416
Region IV-A – CALABARZON,Rizal,Pililla,927,121.3427262,14.4439278
Region IV-A – CALABARZON,Rizal,Rodriguez,2139,121.2019468,14.759817
Region IV-A – CALABARZON,Rizal,San Mateo,4584,121.1595842,14.6774841
Region IV-A – CALABARZON,Rizal,Tanay,589,121.3312882,14.5797053
Region IV-A – CALABARZON,Rizal,Taytay,8224,121.1360819,14.5585549
Region IV-A – CALABARZON,Rizal,Teresa,3103,121.2225713,14.5699776
Region IV-A – CALABARZON,Rizal,Antipolo,2536,121.1244847,14.6254827
Region IV-B – MIMAROPA,Marinduque,Boac,257,121.879031,13.39413
Region IV-B – MIMAROPA,Marinduque,Buenavista,295,121.9814354,13.247776
Region IV-B – MIMAROPA,Marinduque,Gasan,345,121.8790306,13.312811
Region IV-B – MIMAROPA,Marinduque,Mogpog,315,121.8790306,13.516225
Region IV-B – MIMAROPA,Marinduque,Santa Cruz,208,122.0610174,13.4904357
Region IV-B – MIMAROPA,Marinduque,Torrijos,171,122.0155491,13.3343452
Region IV-B – MIMAROPA,Occidental Mindoro,Abra de Ilog,59,120.7579834,13.3638315
Region IV-B – MIMAROPA,Occidental Mindoro,Calintaan,78,121.1022942,12.6040937
Region IV-B – MIMAROPA,Occidental Mindoro,Looc,76,120.2281933,13.7438888
Region IV-B – MIMAROPA,Occidental Mindoro,Lubang,166,120.1358346,13.7976866
Region IV-B – MIMAROPA,Occidental Mindoro,Magsaysay,128,121.193945,12.3086083
Region IV-B – MIMAROPA,Occidental Mindoro,Mamburao,152,120.6044792,13.2213434
Region IV-B – MIMAROPA,Occidental Mindoro,Paluan,28,120.4602838,13.4340616
Region IV-B – MIMAROPA,Occidental Mindoro,Rizal,158,121.010573,12.493963
Region IV-B – MIMAROPA,Occidental Mindoro,Sablayan,38,120.8924629,12.8582122
Region IV-B – MIMAROPA,Occidental Mindoro,San Jose,321,121.0659175,12.3474326
Region IV-B – MIMAROPA,Occidental Mindoro,Santa Cruz,55,120.8498944,13.105773
Region IV-B – MIMAROPA,Oriental Mindoro,Baco,172,121.0564425,13.2623378
Region IV-B – MIMAROPA,Oriental Mindoro,Bansud,119,121.3770336,12.8526728
Region IV-B – MIMAROPA,Oriental Mindoro,Bongabong,145,121.3998995,12.7075664
Region IV-B – MIMAROPA,Oriental Mindoro,Bulalacao,122,121.3361897,12.3443972
Region IV-B – MIMAROPA,Oriental Mindoro,Gloria,184,121.3770336,12.9339703
Region IV-B – MIMAROPA,Oriental Mindoro,Mansalay,122,121.438851,12.520154
Region IV-B – MIMAROPA,Oriental Mindoro,Naujan,205,121.2397438,13.2376219
Region IV-B – MIMAROPA,Oriental Mindoro,Pinamalayan,305,121.4645392,13.0458654
Region IV-B – MIMAROPA,Oriental Mindoro,Pola,218,121.4351105,13.1317415
Region IV-B – MIMAROPA,Oriental Mindoro,Puerto Galera,148,120.95412,13.5018907
Region IV-B – MIMAROPA,Oriental Mindoro,Roxas,624,121.4835193,12.5988102
Region IV-B – MIMAROPA,Oriental Mindoro,San Teodoro,53,120.9646866,13.3156035
Region IV-B – MIMAROPA,Oriental Mindoro,Socorro,258,121.3312882,13.0621737
Region IV-B – MIMAROPA,Oriental Mindoro,Victoria,345,121.2397438,13.1559921
Region IV-B – MIMAROPA,Oriental Mindoro,Calapan,535,121.1717292,13.402252
Region IV-B – MIMAROPA,Palawan,Aborlan,43,118.4396756,9.5621138
Region IV-B – MIMAROPA,Palawan,Agutaya,336,120.9630347,11.1530551
Region IV-B – MIMAROPA,Palawan,Araceli,73,119.6,10.333333
Region IV-B – MIMAROPA,Palawan,Balabac,69,117.1264753,8.1539618
Region IV-B – MIMAROPA,Palawan,Bataraza,104,117.4086488,8.5299423
Region IV-B – MIMAROPA,Palawan,Brooke's Point,51,117.784246,8.8189341
Region IV-B – MIMAROPA,Palawan,Busuanga,56,119.9277947,12.1586189
Region IV-B – MIMAROPA,Palawan,Cagayancillo,238,121.2397438,9.634473
Region IV-B – MIMAROPA,Palawan,Coron,75,120.2397336,11.9283293
Region IV-B – MIMAROPA,Palawan,Culion,40,120.0202964,11.8219287
Region IV-B – MIMAROPA,Palawan,Cuyo,263,121.00175,10.8358931
Region IV-B – MIMAROPA,Palawan,Dumaran,55,119.6730939,10.506656
Region IV-B – MIMAROPA,Palawan,El Nido,45,119.4622539,11.2097089
Region IV-B – MIMAROPA,Palawan,Kalayaan,1,121.548418,14.331295
Region IV-B – MIMAROPA,Palawan,Linapacan,80,119.8120795,11.4599656
Region IV-B – MIMAROPA,Palawan,Magsaysay,246,121.0568154,10.8606475
Region IV-B – MIMAROPA,Palawan,Narra,88,118.3461948,9.2506301
Region IV-B – MIMAROPA,Palawan,Quezon,65,118.2526623,9.4184634
Region IV-B – MIMAROPA,Palawan,Rizal,40,117.5965403,8.8338702
Region IV-B – MIMAROPA,Palawan,Roxas,56,119.256946,10.3069084
Region IV-B – MIMAROPA,Palawan,San Vicente,21,119.3645562,10.5126542
Region IV-B – MIMAROPA,Palawan,Sofronio Española,69,117.971761,9.042795
Region IV-B – MIMAROPA,Palawan,Taytay,60,119.4995359,10.8177027
Region IV-B – MIMAROPA,Palawan,Puerto Princesa City,107,118.7318696,9.7833667
Region IV-B – MIMAROPA,Romblon,Alcantara,272,122.0496521,12.2896632
Region IV-B – MIMAROPA,Romblon,Banton,170,122.0723816,12.9516465
Region IV-B – MIMAROPA,Romblon,Cajidiocan,108,122.650351,12.4006192
Region IV-B – MIMAROPA,Romblon,Calatrava,119,122.0723816,12.6085316
Region IV-B – MIMAROPA,Romblon,Concepcion,204,121.7081454,12.9201094
Region IV-B – MIMAROPA,Romblon,Corcuera,360,122.0553349,12.8074809
Region IV-B – MIMAROPA,Romblon,Ferrol,261,121.958687,12.3215972
Region IV-B – MIMAROPA,Romblon,Looc,168,122.004179,12.2554013
Region IV-B – MIMAROPA,Romblon,Magdiwang,140,122.5259596,12.4673942
Region IV-B – MIMAROPA,Romblon,Odiongan,244,122.0155491,12.40467
Region IV-B – MIMAROPA,Romblon,Romblon,446,122.269146,12.577802
Region IV-B – MIMAROPA,Romblon,San Agustin,161,122.1178261,12.5621918
Region IV-B – MIMAROPA,Romblon,San Andres,139,122.0496521,12.5309878
Region IV-B – MIMAROPA,Romblon,San Fernando,118,122.6051351,12.3266716
Region IV-B – MIMAROPA,Romblon,San Jose,493,121.9359339,12.0634689
Region IV-B – MIMAROPA,Romblon,Santa Fe,253,122.0133747,12.1534405
Region IV-B – MIMAROPA,Romblon,Santa Maria,235,122.0951062,12.4243756
Region V – Bicol,Albay,Bacacay,564,123.8746152,13.2958591
Region V – Bicol,Albay,Camalig,511,123.6386144,13.1658685
Region V – Bicol,Albay,Daraga,1067,123.6958809,13.1028156
Region V – Bicol,Albay,Guinobatan,337,123.5504076,13.1541858
Region V – Bicol,Albay,Jovellar,164,123.5616058,13.0426153
Region V – Bicol,Albay,Libon,319,123.3710571,13.2606549
Region V – Bicol,Albay,Malilipot,856,123.7182415,13.299305
Region V – Bicol,Albay,Malinao,421,123.6399562,13.3810615
Region V – Bicol,Albay,Manito,230,123.863454,13.068124
Region V – Bicol,Albay,Oas,258,123.4159263,13.1739119
Region V – Bicol,Albay,Pio Duran,349,123.4607744,13.0473044
Region V – Bicol,Albay,Polangui,714,123.5056016,13.3209614
Region V – Bicol,Albay,Rapu-Rapu,238,124.041865,13.2407755
Region V – Bicol,Albay,Santo Domingo,683,123.7629465,13.2326739
Region V – Bicol,Albay,Tiwi,502,123.6399562,13.4612024
Region V – Bicol,Albay,Legazpi City,1217,123.7528243,13.1458411
Region V – Bicol,Albay,Ligao,451,123.4943968,13.1724166
Region V – Bicol,Albay,Tabaco,1143,123.645139,13.3240963
Region V – Bicol,Camarines Norte,Basud,158,122.9663018,14.006633
Region V – Bicol,Camarines Norte,Capalonga,111,122.4693688,14.2855935
Region V – Bicol,Camarines Norte,Daet,2278,122.954945,14.1123228
Region V – Bicol,Camarines Norte,Jose Panganiban,278,122.6979815,14.2833889
Region V – Bicol,Camarines Norte,Labo,172,122.6729515,14.1527822
Region V – Bicol,Camarines Norte,Mercedes,293,123.0676469,14.0215425
Region V – Bicol,Camarines Norte,Paracale,299,122.785879,14.237214
Region V – Bicol,Camarines Norte,San Lorenzo Ruiz,118,122.866667,14.116667
Region V – Bicol,Camarines Norte,San Vicente,181,122.866667,14.1
Region V – Bicol,Camarines Norte,Santa Elena,205,122.3787597,14.217726
Region V – Bicol,Camarines Norte,Talisay,840,122.9381321,14.1478159
Region V – Bicol,Camarines Norte,Vinzons,438,122.8874067,14.2114459
Region V – Bicol,Camarines Sur,Baao,552,123.3710571,13.5015601
Region V – Bicol,Camarines Sur,Balatan,332,123.2475594,13.3490803
Region V – Bicol,Camarines Sur,Bato,487,123.3149413,13.3190722
Region V – Bicol,Camarines Sur,Bombon,575,123.2082318,13.6819875
Region V – Bicol,Camarines Sur,Buhi,313,123.5056016,13.4412707
Region V – Bicol,Camarines Sur,Bula,414,123.277158,13.4689356
Region V – Bicol,Camarines Sur,Cabusao,393,123.090154,13.735051
Region V – Bicol,Camarines Sur,Calabanga,507,123.2812562,13.7163289
Region V – Bicol,Camarines Sur,Camaligan,5151,123.1632665,13.6282537
Region V – Bicol,Camarines Sur,Canaman,791,123.135153,13.647583
Region V – Bicol,Camarines Sur,Caramoan,172,123.8500045,13.8076519
Region V – Bicol,Camarines Sur,Del Gallego,122,122.695547,13.9258748
Region V – Bicol,Camarines Sur,Gainza,764,123.15,13.616667
Region V – Bicol,Camarines Sur,Garchitorena,111,123.6399562,13.8628124
Region V – Bicol,Camarines Sur,Goa,307,123.4159263,13.7361891
Region V – Bicol,Camarines Sur,Lagonoy,147,123.4831906,13.8668769
Region V – Bicol,Camarines Sur,Libmanan,302,122.9663018,13.6828973
Region V – Bicol,Camarines Sur,Lupi,162,122.8761309,13.8582177
Region V – Bicol,Camarines Sur,Magarao,571,123.1632665,13.6685793
Region V – Bicol,Camarines Sur,Milaor,926,123.1745097,13.5963401
Region V – Bicol,Camarines Sur,Minalabac,415,123.1913722,13.5283608
Region V – Bicol,Camarines Sur,Nabua,872,123.3373916,13.3960698
Region V – Bicol,Camarines Sur,Ocampo,388,123.3710571,13.5819842
Region V – Bicol,Camarines Sur,Pamplona,451,123.0594772,13.5842564
Region V – Bicol,Camarines Sur,Pasacao,328,123.0314951,13.552319
Region V – Bicol,Camarines Sur,Pili,709,123.281256,13.595469
Region V – Bicol,Camarines Sur,Presentacion,146,123.7405967,13.7367365
Region V – Bicol,Camarines Sur,Ragay,145,122.7858791,13.8312329
Region V – Bicol,Camarines Sur,Sagñay,223,123.505602,13.561718
Region V – Bicol,Camarines Sur,San Fernando,491,123.1126559,13.5299842
Region V – Bicol,Camarines Sur,San Jose,846,123.5392081,13.6872362
Region V – Bicol,Camarines Sur,Sipocot,266,122.9621976,13.7628395
Region V – Bicol,Camarines Sur,Siruma,126,123.2924859,14.027433
Region V – Bicol,Camarines Sur,Tigaon,764,123.48794,13.61677
