Region,Province,City,pop_density,Longitude,Latitude
Region XI – Davao ,Davao Oriental,Baganga,59,126.536683,7.6329096
Region XI – Davao ,Davao Oriental,Banaybanay,101,126.1601269,7.1608407
Region XI – Davao ,Davao Oriental,Boston,38,126.341495,7.873546
Region XI – Davao ,Davao Oriental,Caraga,63,125.7406882,8.8014562
Region XI – Davao ,Davao Oriental,Cateel,75,126.3714756,7.7649102
Region XI – Davao ,Davao Oriental,Governor Generoso,151,126.1328132,6.5491487
Region XI – Davao ,Davao Oriental,Lupon,74,126.1766432,7.1060001
Region XI – Davao ,Davao Oriental,Manay,102,126.4580775,7.2163459
Region XI – Davao ,Davao Oriental,San Isidro,163,126.11108,6.782352
Region XI – Davao ,Davao Oriental,Tarragona,87,126.449221,7.042777
Region XI – Davao ,Davao Oriental,Mati,240,126.246748,6.943763
Region XII – SOCCSKSARGEN,Cotabato (North Cotabato),Alamada,82,124.5528387,7.552935
Region XII – SOCCSKSARGEN,Cotabato (North Cotabato),Aleosan,175,124.6303372,7.1889378
Region XII – SOCCSKSARGEN,Cotabato (North Cotabato),Antipas,46,125.0608405,7.2699839
Region XII – SOCCSKSARGEN,Cotabato (North Cotabato),Arakan,70,125.147445,7.353767
Region XII – SOCCSKSARGEN,Cotabato (North Cotabato),Banisilan,76,124.7298765,7.537013
Region XII – SOCCSKSARGEN,Cotabato (North Cotabato),Carmen,86,124.818259,7.382613
Region XII – SOCCSKSARGEN,Cotabato (North Cotabato),Kabacan,199,124.8403408,7.1071923
Region XII – SOCCSKSARGEN,Cotabato (North Cotabato),Libungan,255,124.5306837,7.3163743
Region XII – SOCCSKSARGEN,Cotabato (North Cotabato),M'lang,305,124.906551,6.938217
Region XII – SOCCSKSARGEN,Cotabato (North Cotabato),Magpet,47,125.1708741,7.1331999
Region XII – SOCCSKSARGEN,Cotabato (North Cotabato),Makilala,244,125.0828588,6.9234317
Region XII – SOCCSKSARGEN,Cotabato (North Cotabato),Matalam,167,124.9286096,7.2087534
Region XII – SOCCSKSARGEN,Cotabato (North Cotabato),Midsayap,522,124.5306837,7.133551
Region XII – SOCCSKSARGEN,Cotabato (North Cotabato),Pigkawayan,196,124.4309165,7.2792199
Region XII – SOCCSKSARGEN,Cotabato (North Cotabato),Pikit,255,124.6192702,7.0531435
Region XII – SOCCSKSARGEN,Cotabato (North Cotabato),President Roxas,77,125.0608405,7.1609003
Region XII – SOCCSKSARGEN,Cotabato (North Cotabato),Tulunan,165,124.994751,6.786219
Region XII – SOCCSKSARGEN,Cotabato (North Cotabato),Kidapawan,391,124.96865,7.062329
Region XII – SOCCSKSARGEN,Sarangani,Alabel,157,125.2738129,6.1032426
Region XII – SOCCSKSARGEN,Sarangani,Glan,222,125.3466253,5.7600383
Region XII – SOCCSKSARGEN,Sarangani,Kiamba,137,124.6414028,6.0233926
Region XII – SOCCSKSARGEN,Sarangani,Maasim,119,124.994751,5.9267175
Region XII – SOCCSKSARGEN,Sarangani,Maitum,153,124.4863567,6.1240808
Region XII – SOCCSKSARGEN,Sarangani,Malapatan,126,125.2853778,5.9663386
Region XII – SOCCSKSARGEN,Sarangani,Malungon,138,125.2587964,6.3343032
Region XII – SOCCSKSARGEN,South Cotabato,Banga,349,124.796172,6.387911
Region XII – SOCCSKSARGEN,South Cotabato,Lake Sebu,125,124.5528387,6.2447394
Region XII – SOCCSKSARGEN,South Cotabato,Norala,248,124.6648038,6.5205908
Region XII – SOCCSKSARGEN,South Cotabato,Polomolok,449,125.0608405,6.224513
Region XII – SOCCSKSARGEN,South Cotabato,Santo Niño,482,124.674441,6.437151
Region XII – SOCCSKSARGEN,South Cotabato,Surallah,284,124.7519807,6.3194959
Region XII – SOCCSKSARGEN,South Cotabato,T'boli,102,124.906551,6.1468256
Region XII – SOCCSKSARGEN,South Cotabato,Tampakan,101,125.0828588,6.4912111
Region XII – SOCCSKSARGEN,South Cotabato,Tantangan,289,124.7608883,6.5712051
Region XII – SOCCSKSARGEN,South Cotabato,Tupi,307,124.9727096,6.3384936
Region XII – SOCCSKSARGEN,South Cotabato,Koronadal,632,124.8402536,6.4961661
Region XII – SOCCSKSARGEN,South Cotabato,General Santos City,1206,125.171618,6.1163861
Region XII – SOCCSKSARGEN,Sultan Kudarat,Bagumbayan,100,124.5630557,6.5330257
Region XII – SOCCSKSARGEN,Sultan Kudarat,Columbio,36,125.0828588,6.634899
Region XII – SOCCSKSARGEN,Sultan Kudarat,Esperanza,204,124.544875,6.698899
Region XII – SOCCSKSARGEN,Sultan Kudarat,Isulan,166,124.609234,6.644888
Region XII – SOCCSKSARGEN,Sultan Kudarat,Kalamansig,70,124.0522756,6.5538483
Region XII – SOCCSKSARGEN,Sultan Kudarat,Lambayong,356,124.630697,6.8078116
Region XII – SOCCSKSARGEN,Sultan Kudarat,Lebak,189,124.197688,6.632811
Region XII – SOCCSKSARGEN,Sultan Kudarat,Lutayan,233,124.8844867,6.5967939
Region XII – SOCCSKSARGEN,Sultan Kudarat,Palimbang,186,124.1976882,6.3432167
Region XII – SOCCSKSARGEN,Sultan Kudarat,President Quirino,199,124.7409293,6.7255838
Region XII – SOCCSKSARGEN,Sultan Kudarat,Sen. Ninoy Aquino,120,124.3532417,6.3856675
Region XII – SOCCSKSARGEN,Sultan Kudarat,Tacurong,641,124.6787735,6.6879658
Region XII – SOCCSKSARGEN,Sultan Kudarat,Cotabato City,1701,124.2310439,7.2046668
Region XIII - Caraga,Agusan del Norte,Buenavista,130,125.368568,8.785927
Region XIII - Caraga,Agusan del Norte,Carmen,97,125.247811,8.938724
Region XIII - Caraga,Agusan del Norte,Jabonga,79,125.5529398,9.3293601
Region XIII - Caraga,Agusan del Norte,Kitcharao,145,125.620484,9.4206582
Region XIII - Caraga,Agusan del Norte,Las Nieves,49,125.4562795,8.6651079
Region XIII - Caraga,Agusan del Norte,Magallanes,474,125.554842,9.035643
Region XIII - Caraga,Agusan del Norte,Nasipit,291,125.3518224,8.9714897
Region XIII - Caraga,Agusan del Norte,Remedios T. Romualdez,203,125.6642155,9.0607444
Region XIII - Caraga,Agusan del Norte,Santiago,88,125.631419,9.241662
Region XIII - Caraga,Agusan del Norte,Tubay,395,125.5548422,9.2036187
Region XIII - Caraga,Agusan del Norte,Cabadbaran,237,125.537603,9.1221925
Region XIII - Caraga,Agusan del Norte,Butuan City,413,125.541157,8.950225
Region XIII - Caraga,Agusan del Sur,Bunawan,88,126.0458437,8.2164674
Region XIII - Caraga,Agusan del Sur,Esperanza,40,125.522001,8.565511
Region XIII - Caraga,Agusan del Sur,La Paz,19,125.609547,8.261139
Region XIII - Caraga,Agusan del Sur,Loreto,29,125.609547,8.11409
Region XIII - Caraga,Agusan del Sur,Prosperidad,164,125.892781,8.58223
Region XIII - Caraga,Agusan del Sur,Rosario,121,126.003615,8.312616
Region XIII - Caraga,Agusan del Sur,San Francisco,190,125.969666,8.508976
Region XIII - Caraga,Agusan del Sur,San Luis,34,125.522001,8.417602
Region XIII - Caraga,Agusan del Sur,Santa Josefa,78,126.0240861,7.9811274
Region XIII - Caraga,Agusan del Sur,Sibagat,54,125.7625241,8.9660918
Region XIII - Caraga,Agusan del Sur,Talacogon,95,125.8061779,8.36972
Region XIII - Caraga,Agusan del Sur,Trento,93,126.219685,8.05257
Region XIII - Caraga,Agusan del Sur,Veruela,113,125.8934136,8.0307198
Region XIII - Caraga,Agusan del Sur,Bayugan,150,125.7543363,8.7143052
Region XIII - Caraga,Dinagat Islands,Basilisa,360,125.6028665,10.0668367
Region XIII - Caraga,Dinagat Islands,Cagdianao,86,125.6642155,10.0174388
Region XIII - Caraga,Dinagat Islands,Dinagat,498,125.6095474,10.1281816
Region XIII - Caraga,Dinagat Islands,Libjo,98,125.5438967,10.193163
Region XIII - Caraga,Dinagat Islands,Loreto,60,125.631419,10.371881
Region XIII - Caraga,Dinagat Islands,San Jose,801,125.600198,10.020877
Region XIII - Caraga,Dinagat Islands,Tubajon,65,125.5767287,10.2933735
Region XIII - Caraga,Surigao del Norte,Alegria,245,125.598609,9.479433
Region XIII - Caraga,Surigao del Norte,Bacuag,151,125.6314191,9.5412674
Region XIII - Caraga,Surigao del Norte,Burgos,209,126.062158,10.019994
Region XIII - Caraga,Surigao del Norte,Claver,102,125.806178,9.483302
Region XIII - Caraga,Surigao del Norte,Dapa,259,126.0675952,9.7517544
Region XIII - Caraga,Surigao del Norte,Del Carmen,121,125.980553,9.874977
Region XIII - Caraga,Surigao del Norte,General Luna,321,126.1545404,9.7786239
Region XIII - Caraga,Surigao del Norte,Gigaquit,151,125.7188463,9.456065
Region XIII - Caraga,Surigao del Norte,Mainit,248,125.5110513,9.4520637
Region XIII - Caraga,Surigao del Norte,Malimono,223,125.4233987,9.5749836
Region XIII - Caraga,Surigao del Norte,Pilar,126,126.067595,9.864288
Region XIII - Caraga,Surigao del Norte,Placer,442,125.598609,9.648444
Region XIII - Caraga,Surigao del Norte,San Benito,118,125.991438,9.958237
Region XIII - Caraga,Surigao del Norte,San Francisco,271,125.401471,9.709407
Region XIII - Caraga,Surigao del Norte,San Isidro,174,126.067595,9.939411
Region XIII - Caraga,Surigao del Norte,Santa Monica,225,126.040405,10.032117
Region XIII - Caraga,Surigao del Norte,Sison,165,125.489147,9.642551
Region XIII - Caraga,Surigao del Norte,Socorro,169,125.936995,9.617611
Region XIII - Caraga,Surigao del Norte,Tagana-an,213,125.5986093,9.723693
Region XIII - Caraga,Surigao del Norte,Tubod,313,123.8746152,7.9942672
Region XIII - Caraga,Surigao del Norte,Surigao City,886,125.4833508,9.7642866
Region XIII - Caraga,Surigao del Sur,Barobo,205,126.123218,8.517545
Region XIII - Caraga,Surigao del Sur,Bayabas,69,126.2522371,8.9761469
Region XIII - Caraga,Surigao del Sur,Cagwait,95,126.301635,8.8936805
Region XIII - Caraga,Surigao del Sur,Cantilan,131,125.9421877,9.2828234
Region XIII - Caraga,Surigao del Sur,Carmen,65,125.980553,9.201822
Region XIII - Caraga,Surigao del Sur,Carrascal,85,125.8934136,9.3983129
Region XIII - Caraga,Surigao del Sur,Cortes,125,126.15454,9.181839
Region XIII - Caraga,Surigao del Sur,Hinatuan,133,126.3714756,8.3837155
Region XIII - Caraga,Surigao del Sur,Lanuza,41,126.0132051,9.1515977
Region XIII - Caraga,Surigao del Sur,Lianga,183,126.0675952,8.636616
Region XIII - Caraga,Surigao del Sur,Lingig,103,126.4147889,8.0872666
Region XIII - Caraga,Surigao del Sur,Madrid,108,125.882514,9.222359
Region XIII - Caraga,Surigao del Sur,Marihatag,59,126.0675952,8.7842062
Region XIII - Caraga,Surigao del Sur,San Agustin,82,126.202814,8.731382
Region XIII - Caraga,Surigao del Sur,San Miguel,71,125.958777,8.962819
Region XIII - Caraga,Surigao del Sur,Tagbina,113,126.2196853,8.418142
Region XIII - Caraga,Surigao del Sur,Tago,139,126.11108,8.9642949
Region XIII - Caraga,Surigao del Sur,Bislig,285,126.2847751,8.2100558
Region XIII - Caraga,Surigao del Sur,Tandag,193,126.1985539,9.0762426
Autonomous Region in Muslim Mindanao (ARMM),Basilan,Akbar,96,122.214332,6.649082
Autonomous Region in Muslim Mindanao (ARMM),Basilan,Al-Barka,111,122.1973081,6.4701228
Autonomous Region in Muslim Mindanao (ARMM),Basilan,Hadji Mohammad Ajul,95,122.2994127,6.6197996
Autonomous Region in Muslim Mindanao (ARMM),Basilan,Hadji Muhtamad,145,121.5826642,6.6804777
Autonomous Region in Muslim Mindanao (ARMM),Basilan,Lantawan,61,121.902418,6.5978023
Autonomous Region in Muslim Mindanao (ARMM),Basilan,Maluso,134,121.8904136,6.5379641
Autonomous Region in Muslim Mindanao (ARMM),Basilan,Sumisip,74,122.0155491,6.4829046
Autonomous Region in Muslim Mindanao (ARMM),Basilan,Tabuan-Lasa,434,121.9860666,6.2963511
Autonomous Region in Muslim Mindanao (ARMM),Basilan,Tipo-Tipo,88,122.1632516,6.5371624
Autonomous Region in Muslim Mindanao (ARMM),Basilan,Tuburan,37,122.208658,6.607863
Autonomous Region in Muslim Mindanao (ARMM),Basilan,Ungkaya Pukan,72,122.1064668,6.5504442
Autonomous Region in Muslim Mindanao (ARMM),Basilan,Lamitan,211,122.1064668,6.661519
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Bacolod-Kalawi,42,124.1253751,7.8734775
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Balabagan,117,124.1420679,7.5434413
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Balindong,64,124.1865669,7.9281598
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Bayang,104,124.2088081,7.7407545
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Binidayan,116,124.1643201,7.7633063
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Buadiposo-Buntong,75,124.3865392,7.9651555
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Bubong,28,124.4863567,8.0206263
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Bumbaran,19,124.6635297,7.7452916
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Butig,58,124.297718,7.6957167
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Calanogas,71,124.0307246,7.7383347
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Ditsaan-Ramain,42,124.3476909,8.0012742
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Ganassi,53,124.097547,7.8064472
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Kapai,47,124.3532417,8.1075601
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Kapatagan,54,123.7294198,7.8677637
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Lumba-Bayabao,52,124.4641848,7.7821207
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Lumbaca-Unayan,45,124.236602,7.7243588
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Lumbatan,121,124.2532741,7.7552165
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Lumbayanague,54,124.2921637,7.7747951
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Madalum,27,124.1031133,7.8755241
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Madamba,26,124.0752783,7.8641537
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Maguing,40,124.5306837,7.9053318
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Malabang,222,124.0728399,7.5932005
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Marantao,50,124.1865669,7.9653062
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Marogong,58,124.1754442,7.6051002
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Masiu,172,124.3254842,7.8087467
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Mulondo,35,124.3689522,7.9216138
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Pagayawan,60,124.1198102,7.7488201
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Piagapo,75,124.1865669,8.0024753
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Picong,60,123.9415518,7.6907181
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Poona Bayabao,79,124.3476909,7.8344621
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Pualas,53,124.0530042,7.8105028
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Saguiaran,135,124.2310439,8.0168917
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Sultan Dumalondong,220,124.2643871,7.6340809
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Tagoloan II,23,124.4420073,8.099079
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Tamparan,50,124.3365882,7.8725206
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Taraka,54,124.3476909,7.8992785
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Tubaran,34,124.0864133,7.6870181
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Tugaya,67,124.1420679,7.8951444
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Wao,95,124.7077665,7.6675967
Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Marawi City,2305,124.297718,8.010621
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Ampatuan,97,124.3899973,6.7674509
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Barira,76,124.3088255,7.4826599
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Buldon,82,124.3976356,7.474826
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Buluan,71,124.8016945,6.7432665
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Datu Abdullah Sangki,109,124.5306837,6.8059674
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Datu Anggal Midtimbang,293,124.333333,6.933333
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Datu Blah T. Sinsuat,170,124.0195827,6.865333
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Datu Hoffer Ampatuan,129,124.4444,6.9572
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Datu Odin Sinsuat,215,124.2866091,7.062732
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Datu Paglas,105,124.8844867,6.7410634
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Datu Piang,212,124.4974405,7.0178051
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Datu Salibo,183,124.497444,7.017805
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Datu Saudi-Ampatuan,439,124.4530968,6.9668336
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Datu Unsay,124,124.4530968,6.9122227
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Gen. S. K. Pendatun,148,124.7077665,6.8278241
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Guindulungan,152,124.3865392,6.954103
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Kabuntalan,47,124.3643423,7.1201987
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Mamasapano,291,124.519604,6.9431397
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Mangudadatu,255,124.8293008,6.7003903
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Matanog,203,124.2532741,7.4599311
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Northern Kabuntalan,236,124.4420073,7.1776159
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Pagagawan,76,124.7630307,7.1046918
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Pagalungan,44,124.7519807,6.9692802
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Paglat,90,124.783333,6.7
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Pandag,294,124.7851264,6.776254
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Parang,105,124.2310439,7.3331287
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Rajah Buayan,329,124.5583766,6.9353922
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Shariff Aguak,191,124.419824,6.942258
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Shariff Saydona Mustapha,196,124.4198,6.9423
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,South Upi,126,124.1976882,6.8510318
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Sultan Kudarat,134,124.4198243,6.5069401
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Sultan Mastura,92,124.2699432,7.2884721
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Sultan sa Barongis,77,124.6192702,6.9076531
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Talayan,209,124.3865392,7.0270337
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Talitay,236,124.705278,6.996667
Autonomous Region in Muslim Mindanao (ARMM),Maguindanao,Upi,72,124.1754442,7.0170998
Autonomous Region in Muslim Mindanao (ARMM),Sulu,Hadji Panglima Tahil,94,120.9417368,6.2030306
Autonomous Region in Muslim Mindanao (ARMM),Sulu,Indanan,794,120.9532123,5.9891447
Autonomous Region in Muslim Mindanao (ARMM),Sulu,Jolo,993,121.0167559,6.0498524
Autonomous Region in Muslim Mindanao (ARMM),Sulu,Kalingalan Caluang,146,121.2855249,5.9038822
Autonomous Region in Muslim Mindanao (ARMM),Sulu,Lugus,165,120.8384093,5.6823929
Autonomous Region in Muslim Mindanao (ARMM),Sulu,Luuk,103,121.3198491,5.9662041
Autonomous Region in Muslim Mindanao (ARMM),Sulu,Maimbung,489,121.0105733,5.9578493
Autonomous Region in Muslim Mindanao (ARMM),Sulu,Old Panamao,154,121.2282958,5.9719555
Autonomous Region in Muslim Mindanao (ARMM),Sulu,Omar,124,121.377034,6.008666
Autonomous Region in Muslim Mindanao (ARMM),Sulu,Pandami,151,120.7632548,5.5145914
Autonomous Region in Muslim Mindanao (ARMM),Sulu,Panglima Estino,230,121.1824925,5.9563766
Autonomous Region in Muslim Mindanao (ARMM),Sulu,Pangutaran,50,120.5739579,6.3012095
Autonomous Region in Muslim Mindanao (ARMM),Sulu,Parang,241,120.918312,5.945065
Autonomous Region in Muslim Mindanao (ARMM),Sulu,Pata,113,121.159584,5.828804
Autonomous Region in Muslim Mindanao (ARMM),Sulu,Patikul,143,121.1022942,6.0630225
Autonomous Region in Muslim Mindanao (ARMM),Sulu,Siasi,220,120.8728615,5.5241879
Autonomous Region in Muslim Mindanao (ARMM),Sulu,Talipao,161,121.1022942,5.9521498
Autonomous Region in Muslim Mindanao (ARMM),Sulu,Tapul,204,120.907309,5.7268965
Autonomous Region in Muslim Mindanao (ARMM),Sulu,Tongkil,69,121.7651362,6.0757575
Autonomous Region in Muslim Mindanao (ARMM),Tawi-Tawi,Bongao,275,119.76461,5.016904
Autonomous Region in Muslim Mindanao (ARMM),Tawi-Tawi,Languyan,58,120.2281933,5.3764423
Autonomous Region in Muslim Mindanao (ARMM),Tawi-Tawi,Mapun,147,118.4747173,6.9970293
Autonomous Region in Muslim Mindanao (ARMM),Tawi-Tawi,Panglima Sugala,106,119.9971769,5.0947534
Autonomous Region in Muslim Mindanao (ARMM),Tawi-Tawi,Sapa-sapa,131,120.1995538,5.1434206
Autonomous Region in Muslim Mindanao (ARMM),Tawi-Tawi,Sibutu,537,119.4759634,4.7814149
Autonomous Region in Muslim Mindanao (ARMM),Tawi-Tawi,Simunul,187,119.8236554,4.8562822
Autonomous Region in Muslim Mindanao (ARMM),Tawi-Tawi,Sitangkai,45,119.4005185,4.7437631
Autonomous Region in Muslim Mindanao (ARMM),Tawi-Tawi,South Ubian,95,120.378138,5.3958383
Autonomous Region in Muslim Mindanao (ARMM),Tawi-Tawi,Tandubas,53,120.2974199,5.2074694
Autonomous Region in Muslim Mindanao (ARMM),Tawi-Tawi,Turtle Islands,76,118.3145402,6.0789699
